Words,freq,No_Match,Entered
klo,15,0,0
klöckner,15,0,0
klöster,15,0,0
klosterkirche,15,0,0
klotz,15,0,0
knackig,15,0,0
knackpunkt,15,0,0
knall,15,0,0
knaller,15,0,0
knappe,15,0,0
knecht,15,0,0
knien,15,0,0
knieverletzung,15,0,0
knifflig,15,0,0
knirps,15,0,0
knoblauch,15,0,0
knöchel,15,0,0
knopfdruck,15,0,0
knüppel,15,0,0
koalitionspartei,15,0,0
koalitionsvereinbarung,15,0,0
kochbuch,15,0,0
köchin,15,0,0
kohlekraftwerk,15,0,0
kollaps,15,0,0
kollegium,15,0,0
kollekte,15,0,0
kollidieren,15,0,0
kolonne,15,0,0
koloss,15,0,0
kolpingfamilie,15,0,0
kolumbianisch,15,0,0
kolumnist,15,0,0
komet,15,0,0
komma,15,0,0
kommerz,15,0,0
kommilitone,15,0,0
kommissarin,15,0,0
kommunikativ,15,0,0
komödiantisch,15,0,0
kompanie,15,0,0
kompatibel,15,0,0
kompensation,15,0,0
kompetenzzentrum,15,0,0
komplexität,15,0,0
komplikation,15,0,0
konditionell,15,0,0
kondom,15,0,0
konfession,15,0,0
konfirmand,15,0,0
konfirmation,15,0,0
konfliktpartei,15,0,0
kongresszentrum,15,0,0
königshaus,15,0,0
königsklasse,15,0,0
konjunkturpaket,15,0,0
konjunkturprogramm,15,0,0
konkretisieren,15,0,0
konkurrentin,15,0,0
konkurrenzkampf,15,0,0
konservatorium,15,0,0
konservieren,15,0,0
konstatiert,15,0,0
konstruiert,15,0,0
konstrukteur,15,0,0
konsulat,15,0,0
konsultation,15,0,0
konterfei,15,0,0
kontrabass,15,0,0
kontraproduktiv,15,0,0
konvent,15,0,0
konvoi,15,0,0
konzeptionell,15,0,0
konzernumsatz,15,0,0
konzertabend,15,0,0
konzertant,15,0,0
konzertiert,15,0,0
konzertreihe,15,0,0
konzertsaal,15,0,0
konzipiert,15,0,0
kooperationspartner,15,0,0
kooperationsvertrag,15,0,0
köpfen,15,0,0
kopfschütteln,15,0,0
kopfzerbrechen,15,0,0
koproduktion,15,0,0
koran,15,0,0
kornmarkt,15,0,0
körperschaft,15,0,0
körpersprache,15,0,0
korps,15,0,0
korrespondenz,15,0,0
korridor,15,0,0
korrigiert,15,0,0
kosak,15,0,0
kosmetik,15,0,0
kosmisch,15,0,0
kostbarkeit,15,0,0
kostendeckend,15,0,0
kostensenkung,15,0,0
kraftakt,15,0,0
kraftfahrer,15,0,0
kraftfahrzeug,15,0,0
krampf,15,0,0
krankenstand,15,0,0
krankenwagen,15,0,0
krankhaft,15,0,0
krankheitsbedingt,15,0,0
krankheitsfall,15,0,0
krater,15,0,0
kratzer,15,0,0
krause,15,0,0
kreatur,15,0,0
krebserkrankung,15,0,0
krebskrank,15,0,0
kreide,15,0,0
kreiert,15,0,0
kreisausschuss,15,0,0
kreisbeigeordnete,15,0,0
kreischen,15,0,0
kreisebene,15,0,0
kreisgebiet,15,0,0
kreishandwerkerschaft,15,0,0
kreishaus,15,0,0
kreiskrankenhaus,15,0,0
kreismeisterschaft,15,0,0
kreismusikschule,15,0,0
kreispokal,15,0,0
kreistagsfraktion,15,0,0
kreisverkehr,15,0,0
kreisvolkshochschule,15,0,0
kreisvorstand,15,0,0
kremser,15,0,0
kreuzbandriss,15,0,0
kreuzfahrt,15,0,0
kreuzfahrtschiff,15,0,0
kreuzweg,15,0,0
kreuzzug,15,0,0
kriechen,15,0,0
kriegerisch,15,0,0
kriegsgefangen,15,0,0
kriegsschiff,15,0,0
kriegsverbrechen,15,0,0
kriminalbeamter,15,0,0
kriminalist,15,0,0
krippenplatz,15,0,0
krisengebiet,15,0,0
krisenmanagement,15,0,0
krisenregion,15,0,0
krisensitzung,15,0,0
kristall,15,0,0
kritikpunkt,15,0,0
krokodil,15,0,0
kronzeuge,15,0,0
kröte,15,0,0
krücke,15,0,0
krug,15,0,0
krumm,15,0,0
küchenchef,15,0,0
kugelstoßen,15,0,0
kühlen,15,0,0
küken,15,0,0
kultiviert,15,0,0
kulturamt,15,0,0
kulturausschuss,15,0,0
kulturdezernent,15,0,0
kulturforum,15,0,0
kulturgeschichte,15,0,0
kulturhauptstadt,15,0,0
kulturlandschaft,15,0,0
kulturminister,15,0,0
kulturpolitisch,15,0,0
kulturprogramm,15,0,0
kultursenator,15,0,0
kulturtag,15,0,0
kultusministerin,15,0,0
kummer,15,0,0
künden,15,0,0
kundig,15,0,0
kündigungsfrist,15,0,0
kündigungsschutz,15,0,0
kundtun,15,0,0
kunstakademie,15,0,0
kunstausstellung,15,0,0
kunstgeschichte,15,0,0
kunsthandwerk,15,0,0
kunsthistoriker,15,0,0
künstlergruppe,15,0,0
kunstrasen,15,0,0
kunstrasenplatz,15,0,0
kunstsammlung,15,0,0
kunterbunt,15,0,0
kupfer,15,0,0
kuppel,15,0,0
kürbis,15,0,0
kurort,15,0,0
kursgewinn,15,0,0
kursieren,15,0,0
kurstadt,15,0,0
kursteilnehmer,15,0,0
kursverlust,15,0,0
kurswechsel,15,0,0
kürzel,15,0,0
kurzgeschichte,15,0,0
kurzschluss,15,0,0
kurzum,15,0,0
kutsche,15,0,0
labil,15,0,0
laborieren,15,0,0
labyrinth,15,0,0
lacher,15,0,0
lachs,15,0,0
ladenöffnungszeit,15,0,0
ladenschluss,15,0,0
lagerfeuer,15,0,0
lagerhalle,15,0,0
lagerhaus,15,0,0
lagerung,15,0,0
lähmen,15,0,0
lähmung,15,0,0
lakonisch,15,0,0
lamm,15,0,0
lampenfieber,15,0,0
landebahn,15,0,0
länderkammer,15,0,0
landesbetrieb,15,0,0
landesebene,15,0,0
landeseigen,15,0,0
landesgartenschau,15,0,0
landesgeschäftsführer,15,0,0
landesgrenze,15,0,0
landesgruppe,15,0,0
landesklinikum,15,0,0
landeskrankenhaus,15,0,0
landesliste,15,0,0
landesmeister,15,0,0
landesparteitag,15,0,0
landespolitik,15,0,0
landespolitiker,15,0,0
landesrätin,15,0,0
landessportbund,15,0,0
landesteile,15,0,0
landestheater,15,0,0
landesvorsitzender,15,0,0
landesweiten,15,0,0
landeswettbewerb,15,0,0
landeszuschuss,15,0,0
landjugend,15,0,0
landschaftlich,15,0,0
landschaftsbild,15,0,0
landsgemeinde,15,0,0
landstrich,15,0,0
landtagspräsident,15,0,0
landwirtschaftskammer,15,0,0
landwirtschaftsministerium,15,0,0
langläufer,15,0,0
langstrecke,15,0,0
lanze,15,0,0
lapidar,15,0,0
lärmbelästigung,15,0,0
lärmschutz,15,0,0
lärmschutzwand,15,0,0
lastwagenfahrer,15,0,0
latent,15,0,0
lau,15,0,0
laub,15,0,0
läuferisch,15,0,0
laufsteg,15,0,0
lauftreff,15,0,0
launig,15,0,0
lauschangriff,15,0,0
laute,15,0,0
lauthals,15,0,0
lautlos,15,0,0
lautstärke,15,0,0
leasing,15,0,0
lebensabschnitt,15,0,0
lebensbedingung,15,0,0
lebensbedrohlich,15,0,0
lebensbereich,15,0,0
lebensdauer,15,0,0
lebenserwartung,15,0,0
lebensform,15,0,0
lebensgefühl,15,0,0
lebensgemeinschaft,15,0,0
lebensgeschichte,15,0,0
lebenslänglich,15,0,0
lebenssituation,15,0,0
lebensstandard,15,0,0
lebensumstand,15,0,0
lebensweg,15,0,0
lebenswelt,15,0,0
lebenswert,15,0,0
lebenswichtig,15,0,0
lebenszeichen,15,0,0
lebenszeit,15,0,0
leblos,15,0,0
lebzeit,15,0,0
leck,15,0,0
leckerei,15,0,0
lederjacke,15,0,0
ledig,15,0,0
leeren,15,0,0
leerstand,15,0,0
leerstehend,15,0,0
legion,15,0,0
legitimation,15,0,0
legitimieren,15,0,0
lehen,15,0,0
lehm,15,0,0
lehrbuch,15,0,0
lehrerschaft,15,0,0
lehrjahr,15,0,0
lehrreich,15,0,0
leibhaftig,15,0,0
leibwächter,15,0,0
leichnam,15,0,0
leichte,15,0,0
leichtern,15,0,0
leichtgewicht,15,0,0
leidig,15,0,0
leihgabe,15,0,0
leim,15,0,0
leinen,15,0,0
leistungs,15,0,0
leistungsklasse,15,0,0
leistungsschau,15,0,0
leistungssport,15,0,0
leistungsstark,15,0,0
leistungssteigerung,15,0,0
leitfaden,15,0,0
leitindex,15,0,0
leitlinie,15,0,0
leitmotiv,15,0,0
leitstelle,15,0,0
lenkerin,15,0,0
lenkrad,15,0,0
lesbar,15,0,0
lesbisch,15,0,0
letter,15,0,0
lettisch,15,0,0
letztmal,15,0,0
leuchte,15,0,0
leuchtturm,15,0,0
leukämie,15,0,0
level,15,0,0
lex,15,0,0
libanese,15,0,0
libysch,15,0,0
lichterkette,15,0,0
lichtspiel,15,0,0
liebäugeln,15,0,0
liebeserklärung,15,0,0
lieblich,15,0,0
liedermacher,15,0,0
liedertafel,15,0,0
liedgut,15,0,0
lieferwagen,15,0,0
liege,15,0,0
life,15,0,0
lila,15,0,0
limes,15,0,0
linear,15,0,0
linkshänder,15,0,0
linkskurve,15,0,0
linksliberal,15,0,0
linse,15,0,0
liquidität,15,0,0
lira,15,0,0
list,15,0,0
listenplatz,15,0,0
litauisch,15,0,0
literat,15,0,0
literaturhaus,15,0,0
literaturpreis,15,0,0
liturgie,15,0,0
lka,15,0,0
lobbyist,15,0,0
löffel,15,0,0
loge,15,0,0
logistisch,15,0,0
lohnerhöhung,15,0,0
lohnfortzahlung,15,0,0
lohnkosten,15,0,0
loipe,15,0,0
lok,15,0,0
lokalrivale,15,0,0
lokalseite,15,0,0
lösbar,15,0,0
lösegeld,15,0,0
loslegen,15,0,0
losung,15,0,0
lot,15,0,0
lotse,15,0,0
lotsen,15,0,0
lotterie,15,0,0
löwenanteil,15,0,0
loyal,15,0,0
loyalität,15,0,0
luchs,15,0,0
lückenlos,15,0,0
luftfahrt,15,0,0
luftfeuchtigkeit,15,0,0
luftraum,15,0,0
lungenentzündung,15,0,0
lustlos,15,0,0
lustspiel,15,0,0
lustvoll,15,0,0
lutherisch,15,0,0
lux,15,0,0
luxuriös,15,0,0
luxushotel,15,0,0
lyriker,15,0,0
mach,15,0,0
machenschaft,15,0,0
macho,15,0,0
machtübernahme,15,0,0
machtwechsel,15,0,0
machtwort,15,0,0
macke,15,0,0
madame,15,0,0
made,15,0,0
magier,15,0,0
magnet,15,0,0
mähen,15,0,0
mahnwache,15,0,0
maibaum,15,0,0
mainstream,15,0,0
makaber,15,0,0
makel,15,0,0
makellos,15,0,0
malaria,15,0,0
mammut,15,0,0
managen,15,0,0
managerin,15,0,0
mandatar,15,0,0
mandaten,15,0,0
mandatsträger,15,0,0
mandel,15,0,0
manege,15,0,0
mangelware,15,0,0
manifest,15,0,0
manipuliert,15,0,0
manndecker,15,0,0
mannen,15,0,0
männerballett,15,0,0
mannschafts,15,0,0
mannschaftsleistung,15,0,0
mannschaftswertung,15,0,0
manuell,15,0,0
mappe,15,0,0
marge,15,0,0
marionette,15,0,0
maritim,15,0,0
märkisch,15,0,0
markthalle,15,0,0
marktteilnehmer,15,0,0
marktwert,15,0,0
marktwirtschaftlich,15,0,0
marmelade,15,0,0
marmor,15,0,0
marokkaner,15,0,0
marokkanisch,15,0,0
martialisch,15,0,0
martini,15,0,0
märtyrer,15,0,0
marxistisch,15,0,0
maskenball,15,0,0
maskottchen,15,0,0
massage,15,0,0
massengrab,15,0,0
massenmord,15,0,0
massenvernichtungswaffe,15,0,0
maßgebend,15,0,0
maßgeschneidert,15,0,0
maßlos,15,0,0
maßvoll,15,0,0
mathe,15,0,0
mathematiker,15,0,0
matratze,15,0,0
matrix,15,0,0
matrose,15,0,0
matt,15,0,0
matura,15,0,0
mauerfall,15,0,0
mauerwerk,15,0,0
mausern,15,0,0
mausklick,15,0,0
maxime,15,0,0
maximum,15,0,0
mäzen,15,0,0
mc,15,0,0
meckern,15,0,0
media,15,0,0
medienkonzern,15,0,0
medienmitteilung,15,0,0
medienvertreter,15,0,0
meditativ,15,0,0
mediterran,15,0,0
mega,15,0,0
megawatt,15,0,0
mehrarbeit,15,0,0
mehrausgabe,15,0,0
mehrbelastung,15,0,0
mehrkampf,15,0,0
mehrmalig,15,0,0
mehrstündig,15,0,0
mehrtägig,15,0,0
mehrwertsteuererhöhung,15,0,0
meinungsfreiheit,15,0,0
meinungsumfrage,15,0,0
meinungsverschiedenheit,15,0,0
meisterhaft,15,0,0
meisterlich,15,0,0
meisterprüfung,15,0,0
meisterrunde,15,0,0
meisterstück,15,0,0
mekka,15,0,0
melodisch,15,0,0
memoiren,15,0,0
menschenbild,15,0,0
menschenmenge,15,0,0
menschenrecht,15,0,0
menschenverachten,15,0,0
menschenwürde,15,0,0
mentor,15,0,0
messbar,15,0,0
messehalle,15,0,0
messerstich,15,0,0
messgerät,15,0,0
messias,15,0,0
messlatte,15,0,0
metaller,15,0,0
metier,15,0,0
metropolregion,15,0,0
metzgerei,15,0,0
mieterbund,15,0,0
mieterin,15,0,0
mietwohnung,15,0,0
migration,15,0,0
migrationshintergrund,15,0,0
mikro,15,0,0
mikrogramm,15,0,0
mikrophon,15,0,0
milchprodukt,15,0,0
militäraktion,15,0,0
militäreinsatz,15,0,0
militärschlag,15,0,0
milliardär,15,0,0
milliardenhöhe,15,0,0
milligramm,15,0,0
millionenbetrag,15,0,0
millionenschwer,15,0,0
mimen,15,0,0
mimik,15,0,0
minderheitsregierung,15,0,0
mineral,15,0,0
mineralölsteuer,15,0,0
miniatur,15,0,0
minimieren,15,0,0
ministerpräsidentin,15,0,0
minutenlang,15,0,0
missachtung,15,0,0
missbraucht,15,0,0
missgeschick,15,0,0
missglückt,15,0,0
misshandelt,15,0,0
missionar,15,0,0
misslich,15,0,0
missverstehen,15,0,0
mist,15,0,0
mitangeklagt,15,0,0
mitbestimmen,15,0,0
mitbestimmung,15,0,0
mitbewohner,15,0,0
miteinbeziehen,15,0,0
mitfahrer,15,0,0
mitfavorit,15,0,0
mitfeiern,15,0,0
mitfinanzieren,15,0,0
mitgebracht,15,0,0
mitgestaltet,15,0,0
mitgliedsbeitrag,15,0,0
mithin,15,0,0
mitkommen,15,0,0
mitlaufen,15,0,0
mitleidenschaft,15,0,0
mitnichte,15,0,0
mitreißen,15,0,0
mitschuld,15,0,0
mitschwingen,15,0,0
mitspracherecht,15,0,0
mittagspause,15,0,0
mittagstisch,15,0,0
mittagszeit,15,0,0
mittäter,15,0,0
mittelbetrieb,15,0,0
mitteleuropäisch,15,0,0
mittelgroß,15,0,0
mittelklasse,15,0,0
mittelmaß,15,0,0
mittelmäßig,15,0,0
mittelschicht,15,0,0
mittelständler,15,0,0
mittler,15,0,0
mittwochmorgen,15,0,0
mittwochnachmittag,15,0,0
mitverantwortlich,15,0,0
mitverantwortung,15,0,0
möbelhaus,15,0,0
mobile,15,0,0
mobiliar,15,0,0
mobilisierung,15,0,0
modehaus,15,0,0
modellprojekt,15,0,0
modellversuch,15,0,0
moder,15,0,0
moderiert,15,0,0
mofa,15,0,0
möhnen,15,0,0
möhre,15,0,0
molekül,15,0,0
molkerei,15,0,0
moll,15,0,0
momentaufnahme,15,0,0
monarch,15,0,0
mondsee,15,0,0
moniert,15,0,0
monolog,15,0,0
monoton,15,0,0
monsieur,15,0,0
monströs,15,0,0
montagmorgen,15,0,0
montagnachmittag,15,0,0
montiert,15,0,0
monument,15,0,0
moor,15,0,0
moos,15,0,0
moped,15,0,0
moratorium,15,0,0
morden,15,0,0
mordfall,15,0,0
morgendlich,15,0,0
morgengrauen,15,0,0
morgenpost,15,0,0
mosaik,15,0,0
most,15,0,0
motion,15,0,0
motorhaube,15,0,0
motorisiert,15,0,0
motorsäge,15,0,0
mountainbiker,15,0,0
mücke,15,0,0
müdigkeit,15,0,0
mühen,15,0,0
mühevoll,15,0,0
mühselig,15,0,0
müllabfuhr,15,0,0
mullah,15,0,0
mülldeponie,15,0,0
mülltonne,15,0,0
müllverbrennungsanlage,15,0,0
multimedial,15,0,0
multinational,15,0,0
mumie,15,0,0
munkeln,15,0,0
murmeln,15,0,0
muschel,15,0,0
muse,15,0,0
musikfest,15,0,0
musikfreund,15,0,0
musikgeschichte,15,0,0
musikgesellschaft,15,0,0
musikinstrument,15,0,0
musiklehrer,15,0,0
musikstück,15,0,0
musikszene,15,0,0
musisch,15,0,0
musiziert,15,0,0
muskelfaserriss,15,0,0
muslim,15,0,0
muslimen,15,0,0
mustergültig,15,0,0
mutieren,15,0,0
muttergesellschaft,15,0,0
mutterkonzern,15,0,0
muttersprache,15,0,0
muttertag,15,0,0
mutti,15,0,0
mutwillig,15,0,0
mystisch,15,0,0
mythisch,15,0,0
mythologie,15,0,0
nachbarort,15,0,0
nachbarstaat,15,0,0
nachbesserung,15,0,0
nachdringen,15,0,0
nachempfinden,15,0,0
nachfahre,15,0,0
nachforschung,15,0,0
nachfragen,15,0,0
nachhaltigkeit,15,0,0
nachhilfe,15,0,0
nachhinein,15,0,0
nachholbedarf,15,0,0
nachlässigkeit,15,0,0
nachmachen,15,0,0
nachname,15,0,0
nachrichten,15,0,0
nachrichtendienst,15,0,0
nachrichtensender,15,0,0
nachrücken,15,0,0
nachruf,15,0,0
nachschub,15,0,0
nachsehen,15,0,0
nachspiel,15,0,0
nachspüren,15,0,0
nachstehen,15,0,0
nachstellen,15,0,0
nächstenliebe,15,0,0
nachten,15,0,0
nächtigung,15,0,0
nachtrag,15,0,0
nachtrauern,15,0,0
nachtschicht,15,0,0
nachweisbar,15,0,0
nachweislich,15,0,0
nachwelt,15,0,0
nachwuchsarbeit,15,0,0
nachwuchsspieler,15,0,0
nachwuchstalent,15,0,0
nachzeichnen,15,0,0
nachziehen,15,0,0
nagelneu,15,0,0
nagen,15,0,0
nahebringen,15,0,0
nahegelegen,15,0,0
nahekommen,15,0,0
naheliegend,15,0,0
näherbringen,15,0,0
naherholungsgebiet,15,0,0
näherkommen,15,0,0
nahestehen,15,0,0
nährstoff,15,0,0
naht,15,0,0
naivität,15,0,0
namenlos,15,0,0
nassauisch,15,0,0
nationalfeiertag,15,0,0
nationalhymne,15,0,0
nationalratspräsident,15,0,0
nationalspielerin,15,0,0
nationalstaat,15,0,0
nationalversammlung,15,0,0
naturkatastrophe,15,0,0
naturschutzbund,15,0,0
nebeneffekt,15,0,0
nebenkosten,15,0,0
nebenraum,15,0,0
nebenrolle,15,0,0
nebensache,15,0,0
nebenstehend,15,0,0
negative,15,0,0
neidisch,15,0,0
nennung,15,0,0
neoliberal,15,0,0
nette,15,0,0
netzbetreiber,15,0,0
neuausrichtung,15,0,0
neubeginn,15,0,0
neubürger,15,0,0
neueinstellung,15,0,0
neuerscheinung,15,0,0
neufassung,15,0,0
neugegründet,15,0,0
neugierde,15,0,0
neugründung,15,0,0
neujahr,15,0,0
neujahrskonzert,15,0,0
neujahrstag,15,0,0
neuner,15,0,0
neunzig,15,0,0
neuorganisation,15,0,0
neuorientierung,15,0,0
neusiedler,15,0,0
neustart,15,0,0
neuwagen,15,0,0
neuzeit,15,0,0
newcomer,15,0,0
nibelunge,15,0,0
nich,15,0,0
nichte,15,0,0
nichtig,15,0,0
nichtöffentlich,15,0,0
niedergehen,15,0,0
niederung,15,0,0
niedlich,15,0,0
niemandsland,15,0,0
nigerianer,15,0,0
nigerianisch,15,0,0
nikotin,15,0,0
nimmer,15,0,0
nix,15,0,0
nominal,15,0,0
non,15,0,0
nonne,15,0,0
nonstop,15,0,0
nordkoreanisch,15,0,0
nordost,15,0,0
nordöstlich,15,0,0
nordwest,15,0,0
nordwestlich,15,0,0
normalfall,15,0,0
normalisierung,15,0,0
notbremse,15,0,0
notdürftig,15,0,0
notebook,15,0,0
notfalldienst,15,0,0
notgedrungen,15,0,0
notierung,15,0,0
nötigen,15,0,0
notlage,15,0,0
notleidend,15,0,0
notstand,15,0,0
novellierung,15,0,0
novum,15,0,0
nuance,15,0,0
nudel,15,0,0
nullrunde,15,0,0
nulltarif,15,0,0
nussbaum,15,0,0
nutzfahrzeug,15,0,0
nutzfläche,15,0,0
nutzlos,15,0,0
nutznießer,15,0,0
oberarzt,15,0,0
oberbefehlshaber,15,0,0
oberhaus,15,0,0
oberkörper,15,0,0
oberland,15,0,0
obermeister,15,0,0
oberschule,15,0,0
oberstleutnant,15,0,0
obfrau,15,0,0
obhut,15,0,0
obliegen,15,0,0
oboe,15,0,0
obrigkeit,15,0,0
obschon,15,0,0
obstbaum,15,0,0
ochse,15,0,0
öd,15,0,0
odyssee,15,0,0
offenbarung,15,0,0
offenlegung,15,0,0
offs,15,0,0
öfteren,15,0,0
ohnedies,15,0,0
ohnmacht,15,0,0
ohnmächtig,15,0,0
ohrfeige,15,0,0
ohrwurm,15,0,0
ökosystem,15,0,0
ökumene,15,0,0
ölbild,15,0,0
oldie,15,0,0
olivenöl,15,0,0
ölkonzern,15,0,0
olympiasieg,15,0,0
ombudsmann,15,0,0
omen,15,0,0
ominös,15,0,0
omnibus,15,0,0
operiert,15,0,0
opernball,15,0,0
oppositionspolitiker,15,0,0
optimieren,15,0,0
optimiert,15,0,0
optimierung,15,0,0
optimist,15,0,0
opulent,15,0,0
orangefarben,15,0,0
oratorium,15,0,0
order,15,0,0
ordnungshüter,15,0,0
organisatorin,15,0,0
orgelkonzert,15,0,0
originalfassung,15,0,0
originalgetreu,15,0,0
originalität,15,0,0
orkan,15,0,0
ortsansässig,15,0,0
ortsbild,15,0,0
ortsbürgermeisterin,15,0,0
ortseingang,15,0,0
ortsmitte,15,0,0
ortsrat,15,0,0
ortstermin,15,0,0
ortsumgehung,15,0,0
ortsvorsteherin,15,0,0
ossi,15,0,0
ostberliner,15,0,0
ostblock,15,0,0
osteoporose,15,0,0
osterei,15,0,0
osterferien,15,0,0
osterhase,15,0,0
ostküste,15,0,0
ostteil,15,0,0
ouvertüre,15,0,0
ovation,15,0,0
ozon,15,0,0
paaren,15,0,0
paarkreuz,15,0,0
paarung,15,0,0
pachten,15,0,0
pachtvertrag,15,0,0
pack,15,0,0
pädagogin,15,0,0
panisch,15,0,0
panther,15,0,0
pantomime,15,0,0
papagei,15,0,0
pappe,15,0,0
päpstlich,15,0,0
paradox,15,0,0
paragraf,15,0,0
pardon,15,0,0
parfüm,15,0,0
pariert,15,0,0
paritätisch,15,0,0
parkanlage,15,0,0
parlamentspräsident,15,0,0
paroli,15,0,0
parteiführung,15,0,0
parteiintern,15,0,0
parteikollege,15,0,0
parteimitglied,15,0,0
parteivorstand,15,0,0
parteizentrale,15,0,0
partitur,15,0,0
partnergemeinde,15,0,0
partnerschaftlich,15,0,0
partout,15,0,0
parzelle,15,0,0
passabel,15,0,0
passat,15,0,0
passauer,15,0,0
passioniert,15,0,0
passus,15,0,0
pasta,15,0,0
pastoral,15,0,0
patent,15,0,0
patentamt,15,0,0
pathetisch,15,0,0
patientenverfügung,15,0,0
patriarch,15,0,0
patriot,15,0,0
patriotisch,15,0,0
patriotismus,15,0,0
patrouille,15,0,0
patzen,15,0,0
patzer,15,0,0
pauke,15,0,0
paukenschlag,15,0,0
pauschale,15,0,0
pausenlos,15,0,0
pedal,15,0,0
pegel,15,0,0
peinlichkeit,15,0,0
pelz,15,0,0
pendlerpauschale,15,0,0
pensionär,15,0,0
pensionskasse,15,0,0
pensionsreform,15,0,0
pensum,15,0,0
peripherie,15,0,0
persisch,15,0,0
personalausweis,15,0,0
personalchef,15,0,0
personalentscheidung,15,0,0
personalrat,15,0,0
personennahverkehr,15,0,0
personenverkehr,15,0,0
peruanisch,15,0,0
perücke,15,0,0
pervers,15,0,0
pest,15,0,0
pestizid,15,0,0
pfand,15,0,0
pfanne,15,0,0
pfarramt,15,0,0
pfarrbüro,15,0,0
pfarrfest,15,0,0
pfarrhof,15,0,0
pfarrzentrum,15,0,0
pfeiler,15,0,0
pfennige,15,0,0
pferdesport,15,0,0
pfingstmontag,15,0,0
pfingstsonntag,15,0,0
pflanzenart,15,0,0
pflanzlich,15,0,0
pflastern,15,0,0
pflegedienst,15,0,0
pflegekraft,15,0,0
pflegepersonal,15,0,0
pflichtspiel,15,0,0
phänomenal,15,0,0
phantasievoll,15,0,0
pharmaindustrie,15,0,0
pharmakonzern,15,0,0
phasenweise,15,0,0
philippinisch,15,0,0
philosophieren,15,0,0
photographie,15,0,0
photovoltaik,15,0,0
phrase,15,0,0
physiotherapeut,15,0,0
pianistin,15,0,0
picknick,15,0,0
pikant,15,0,0
pin,15,0,0
pink,15,0,0
pizzeria,15,0,0
plakativ,15,0,0
plane,15,0,0
planetarium,15,0,0
planfeststellungsverfahren,15,0,0
planke,15,0,0
planungsbüro,15,0,0
planungssicherheit,15,0,0
plastiktüte,15,0,0
plateau,15,0,0
plattenbau,15,0,0
plattenfirma,15,0,0
platziert,15,0,0
platzkonzert,15,0,0
plausch,15,0,0
plaziert,15,0,0
plenarsaal,15,0,0
plump,15,0,0
plünderung,15,0,0
pluspunkt,15,0,0
plutonium,15,0,0
podestplatz,15,0,0
poet,15,0,0
pokalfinale,15,0,0
pokalspiel,15,0,0
poker,15,0,0
polemik,15,0,0
polemisch,15,0,0
police,15,0,0
politbüro,15,0,0
politologe,15,0,0
polizeieinsatz,15,0,0
polizeistation,15,0,0
polizeistreife,15,0,0
polizeiwache,15,0,0
polizistin,15,0,0
polka,15,0,0
poltern,15,0,0
pommes,15,0,0
pompös,15,0,0
popmusik,15,0,0
population,15,0,0
populismus,15,0,0
porno,15,0,0
portemonnaie,15,0,0
portfolio,15,0,0
porträtieren,15,0,0
posaune,15,0,0
posieren,15,0,0
postfiliale,15,0,0
postleitzahl,15,0,0
postmodern,15,0,0
poststelle,15,0,0
postwendend,15,0,0
powerplay,15,0,0
prachtvoll,15,0,0
prädikat,15,0,0
prägnant,15,0,0
prägung,15,0,0
praktik,15,0,0
praktikabel,15,0,0
praktikant,15,0,0
praktiker,15,0,0
praktiziert,15,0,0
prall,15,0,0
prämiert,15,0,0
pranger,15,0,0
präparieren,15,0,0
präpariert,15,0,0
präsidentenamt,15,0,0
präventiv,15,0,0
praxisnah,15,0,0
präzisieren,15,0,0
prediger,15,0,0
preiskampf,15,0,0
preissenkung,15,0,0
preissteigerung,15,0,0
preisträgerin,15,0,0
preisverfall,15,0,0
prellen,15,0,0
press,15,0,0
presseerklärung,15,0,0
pressefreiheit,15,0,0
pressegespräch,15,0,0
pressen,15,0,0
pressesprecherin,15,0,0
pressestelle,15,0,0
pressewart,15,0,0
prestige,15,0,0
primar,15,0,0
primarschule,15,0,0
primitiv,15,0,0
primus,15,0,0
prioritätenliste,15,0,0
prise,15,0,0
privatbank,15,0,0
privatbesitz,15,0,0
privathaushalt,15,0,0
privatkunde,15,0,0
privatleute,15,0,0
privatschule,15,0,0
privatsphäre,15,0,0
privatwirtschaft,15,0,0
privileg,15,0,0
privilegiert,15,0,0
privilegium,15,0,0
proband,15,0,0
probezeit,15,0,0
produktionsfirma,15,0,0
produktionsstätte,15,0,0
produktpalette,15,0,0
profan,15,0,0
professionalität,15,0,0
professur,15,0,0
profiliga,15,0,0
prognostiziert,15,0,0
programmheft,15,0,0
progressiv,15,0,0
projektion,15,0,0
projektleiterin,15,0,0
projekttag,15,0,0
projektwoche,15,0,0
projizieren,15,0,0
proklamation,15,0,0
prokurist,15,0,0
prolog,15,0,0
promenade,15,0,0
propagiert,15,0,0
prophezeit,15,0,0
provider,15,0,0
provision,15,0,0
provisorium,15,0,0
provokant,15,0,0
provoziert,15,0,0
prozedur,15,0,0
prozentsatz,15,0,0
prozentual,15,0,0
prozessor,15,0,0
prügel,15,0,0
psalm,15,0,0
pseudonym,15,0,0
psyche,15,0,0
psychoanalyse,15,0,0
psychosozial,15,0,0
psychotherapeut,15,0,0
psychotherapie,15,0,0
pubertät,15,0,0
publik,15,0,0
publikumsliebling,15,0,0
publikumsmagnet,15,0,0
publiziert,15,0,0
publizistisch,15,0,0
pullover,15,0,0
puls,15,0,0
pulsieren,15,0,0
